video_url,duration,description,hours,id,video_path
https://www.youtube.com/watch?v=Iew-UZhWizg,3:06:57,"Liverpool, Glasgow & Edinburgh Scotland | 4K HDR Walking tour",3.115833333333333,Iew-UZhWizg,/share/wjh/0410/Iew-UZhWizg.webm
https://www.youtube.com/watch?v=EpddH3zu8Kk,2:19:17,"Edinburgh, Scotland - Relaxing Rainfall Walking Tour 4K HDR",2.3213888888888885,EpddH3zu8Kk,/share/wjh/0410/EpddH3zu8Kk.webm
https://www.youtube.com/watch?v=DqJMEHCocKw,2:38:07,"Santorini, Greece 🇬🇷 - Summer Wonderland 4K HDR Walking Tour",2.6352777777777776,DqJMEHCocKw,/share/wjh/0410/DqJMEHCocKw.webm
https://www.youtube.com/watch?v=dYVoyjSHoX0,2:55:23,"Bath, England - 4K Relaxing Walking Tour",2.9230555555555555,dYVoyjSHoX0,/share/wjh/0410/dYVoyjSHoX0.webm
https://www.youtube.com/watch?v=0ZX_8fM4jBY,5:54:40,Capri Italy 🇮🇹 The Most Beautiful Island - 4K HDR Walking Tour,5.911111111111111,0ZX_8fM4jBY,/share/wjh/0410/0ZX_8fM4jBY.webm
https://www.youtube.com/watch?v=eT9drU2qdqE,3:43:52,"Budapest, Hungary 🇭🇺 - Watch It And Freeze From Cold 4k HDR 60fps Walking Tour (▶213min)",3.7311111111111113,eT9drU2qdqE,/share/wjh/0410/eT9drU2qdqE.webm
https://www.youtube.com/watch?v=Qjb7CMfZ3Eg,3:07:01,Mont Blanc - Freezing Cold 4K HDR Walking Tour,3.1169444444444445,Qjb7CMfZ3Eg,/share/wjh/0410/Qjb7CMfZ3Eg.webm
https://www.youtube.com/watch?v=VBaacqNIWUM,2:57:47,Paris France 🇫🇷 - A Parisian Walking Tour - 4k HDR 60fps (▶177min),2.963055555555556,VBaacqNIWUM,/share/wjh/0410/VBaacqNIWUM.webm
https://www.youtube.com/watch?v=9hBYdm6kmMc,2:11:36,"Santorini, Greece 🇬🇷 - Unreal Scenery (▶131min)",2.193333333333333,9hBYdm6kmMc,/share/wjh/0410/9hBYdm6kmMc.webm
https://www.youtube.com/watch?v=D2iyum5u44g,2:50:38,"Edinburgh, Scotland - Rainstorm Walking Tour 4K HDR",2.843888888888889,D2iyum5u44g,/share/wjh/0410/D2iyum5u44g.webm
https://www.youtube.com/watch?v=v0dgr-qgKm8,2:00:54,Chamonix - Chilly 🥶 4K HDR Walking Tour,2.015,v0dgr-qgKm8,/share/wjh/0410/v0dgr-qgKm8.webm
https://www.youtube.com/watch?v=mIWaRLUA0X8,3:11:42,"Rome, Italy 🇮🇹 -  A Stroll Through The Eternal City - 4K-HDR 60fps Walking Tour",3.195,mIWaRLUA0X8,/share/wjh/0410/mIWaRLUA0X8.webm
https://www.youtube.com/watch?v=c4R_5bynNe0,3:11:14,"Capri, Italy 🇮🇹 - Summer 2024 - 4K 60fps HDR Walking Tour",3.187222222222222,c4R_5bynNe0,/share/wjh/0410/c4R_5bynNe0.webm
https://www.youtube.com/watch?v=nj2kpgbsYtk,3:10:45,"Santorini, Greece 🇬🇷 - A Volcanic Playground- 4k HDR 60fps Walking Tour (▶190min)",3.1791666666666667,nj2kpgbsYtk,/share/wjh/0410/nj2kpgbsYtk.webm
https://www.youtube.com/watch?v=6bwZJOyd2c0,4:35:42,Mont Blanc France - Freezing Snowfall 4K HDR Walking Tour,4.595,6bwZJOyd2c0,/share/wjh/0410/6bwZJOyd2c0.webm
https://www.youtube.com/watch?v=tz66mDj9H1A,2:01:50,Venice Italy 🇮🇹 - Evening Stroll - 4k HDR Walking Tour (▶121min),2.0305555555555554,tz66mDj9H1A,/share/wjh/0410/tz66mDj9H1A.webm
https://www.youtube.com/watch?v=wWXfc9FaJVo,2:01:38,"Palma, Spain 🇪🇸 - 4K-HDR Walking Tour (▶121min)",2.027222222222222,wWXfc9FaJVo,/share/wjh/0410/wWXfc9FaJVo.webm
https://www.youtube.com/watch?v=9vqB-f4Wbt8,2:00:54,Mont Blanc France - Freezing Cold 4K HDR Walking Tour,2.015,9vqB-f4Wbt8,/share/wjh/0410/9vqB-f4Wbt8.webm
https://www.youtube.com/watch?v=Ey6DA1HF3XM,2:21:53,"Portofino, Italy 🇮🇹 - Summer 4K 60fps HDR Walking Tour",2.3647222222222224,Ey6DA1HF3XM,/share/wjh/0410/Ey6DA1HF3XM.webm
https://www.youtube.com/watch?v=MX3y4b4VN5Q,4:52:05,"West England - Bibury, Bath, Castle Combe",4.868055555555556,MX3y4b4VN5Q,/share/wjh/0410/MX3y4b4VN5Q.webm
https://www.youtube.com/watch?v=j1oPtNHmMEw,4:35:45,"Vienna, Austria 🇦🇹 - Day and Night  - 4K-HDR Walking Tour (▶273min)",4.595833333333333,j1oPtNHmMEw,/share/wjh/0410/j1oPtNHmMEw.webm
https://www.youtube.com/watch?v=WsB4Tq_R8NY,3:19:36,"Alps, Chamonix - Freezing Cold 4K HDR Walking Tour",3.326666666666666,WsB4Tq_R8NY,/share/wjh/0410/WsB4Tq_R8NY.webm
https://www.youtube.com/watch?v=Kt1meTz8hEU,2:57:24,Edinburgh Scotland - Relaxing Walking Tour,2.956666666666667,Kt1meTz8hEU,/share/wjh/0410/Kt1meTz8hEU.webm
https://www.youtube.com/watch?v=nqcPoh18PM4,2:08:59,STEPPING INTO A LIVING FAIRY TALE,2.149722222222222,nqcPoh18PM4,/share/wjh/0410/nqcPoh18PM4.webm
https://www.youtube.com/watch?v=0lUbWLc6y78,2:40:54,"Paris, France 🇫🇷 | Walking Tour 4K HDR",2.681666666666666,0lUbWLc6y78,/share/wjh/0410/0lUbWLc6y78.webm
https://www.youtube.com/watch?v=DmNqezkbb10,3:06:07,"Glasgow, Scotland - Walking Tour 4K HDR",3.1019444444444444,DmNqezkbb10,/share/wjh/0410/DmNqezkbb10.webm
https://www.youtube.com/watch?v=GSq3JMJshzY,2:10:43,Sorrento Italy The Most Beautiful Lemon 🍋 City 4K HDR Walking Tour,2.178611111111111,GSq3JMJshzY,/share/wjh/0410/GSq3JMJshzY.webm
https://www.youtube.com/watch?v=5l_cFKstPJ0,3:19:41,"Budapest, Hungary 🇭🇺 - See It And Fall In Love - 4K HDR Walking Tour",3.328055555555556,5l_cFKstPJ0,/share/wjh/0410/5l_cFKstPJ0.webm
https://www.youtube.com/watch?v=ZzNRTKaJhW8,3:00:22,"Paris, France 🇫🇷 - Day, Evening, and Night Walking Tour | 4K HDR",3.006111111111111,ZzNRTKaJhW8,/share/wjh/0410/ZzNRTKaJhW8.webm
https://www.youtube.com/watch?v=5XwBxoL1gAg,2:48:16,London England – Day & Night Walking Tour,2.804444444444444,5XwBxoL1gAg,/share/wjh/0410/5XwBxoL1gAg.webm
https://www.youtube.com/watch?v=ELE2iCf-Xag,2:12:49,SANTORINI GREECE - 4K SUPER HDR WALKING TOUR,2.213611111111111,ELE2iCf-Xag,/share/wjh/0410/ELE2iCf-Xag.webm
https://www.youtube.com/watch?v=sZs61Jmqtj4,3:19:31,West England,3.3252777777777776,sZs61Jmqtj4,/share/wjh/0410/sZs61Jmqtj4.webm
https://www.youtube.com/watch?v=Cqy9NferXy8,2:08:59,Strasbourg France - Winter Magicland - 4K Walking Tour,2.149722222222222,Cqy9NferXy8,/share/wjh/0410/Cqy9NferXy8.webm
https://www.youtube.com/watch?v=Ij-H08T3FrA,4:39:34,"Mykonos, Greece The Epitome of luxury 4K Walking Tour",4.6594444444444445,Ij-H08T3FrA,/share/wjh/0410/Ij-H08T3FrA.webm
https://www.youtube.com/watch?v=i8RUx0lA4Kk,2:57:24,"Edinburgh, Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿 - 4K HDR Walking Tour",2.956666666666667,i8RUx0lA4Kk,/share/wjh/0410/i8RUx0lA4Kk.webm
https://www.youtube.com/watch?v=jmPEielR2Yc,4:11:46,Winter Wonderland - Colmar & Strasbourg 4K HDR Walking Tour,4.196111111111112,jmPEielR2Yc,/share/wjh/0410/jmPEielR2Yc.webm
https://www.youtube.com/watch?v=68ReDUOcWSA,2:14:44,Strasbourg France - The Heart of Christmas - 4K Walking Tour,2.245555555555556,68ReDUOcWSA,/share/wjh/0410/68ReDUOcWSA.webm
https://www.youtube.com/watch?v=eLz7ml1xanY,2:56:12,Colmar France - Playground of Christmas - 4K Walking Tour,2.936666666666667,eLz7ml1xanY,/share/wjh/0410/eLz7ml1xanY.webm
https://www.youtube.com/watch?v=Z0zNhbN84l4,2:58:32,"London, England - Christmas Wonderland - 4K HDR Walking Tour",2.975555555555556,Z0zNhbN84l4,/share/wjh/0410/Z0zNhbN84l4.webm
https://www.youtube.com/watch?v=4zuwFfbtfcQ,3:33:05,Vienna Austria 🇦🇹 - Christmas Capital - 4K Walking Tour,3.551388888888889,4zuwFfbtfcQ,/share/wjh/0410/4zuwFfbtfcQ.mp4
https://www.youtube.com/watch?v=0BCygWWdgLU,1:16:53,Vienna Austria 🇦🇹 - Christmas Playground - 4K Walking Tour,1.281388888888889,0BCygWWdgLU,/share/wjh/0410/0BCygWWdgLU.webm
https://www.youtube.com/watch?v=xzQpflfi6sY,3:07:11,Salzburg Austria - The Royal Playground - 4K HDR Walking Tour,3.1197222222222223,xzQpflfi6sY,/share/wjh/0410/xzQpflfi6sY.webm
https://www.youtube.com/watch?v=eK4vxzx_s7g,3:01:15,"Paris, France 🇫🇷 - A Stunning Parisian Walking Tour | 4K HDR 60fps",3.020833333333333,eK4vxzx_s7g,/share/wjh/0410/eK4vxzx_s7g.webm
https://www.youtube.com/watch?v=kgkmwjME2oo,2:04:30,"Milan, Italy 🇮🇹 - Relaxing Rainy Walk - 4K HDR 60fps Walking Tour",2.075,kgkmwjME2oo,/share/wjh/0410/kgkmwjME2oo.webm
https://www.youtube.com/watch?v=iljkWKhkQ9U,2:11:51,Norway - Freezing Cold 4K HDR Walking Tour,2.1975,iljkWKhkQ9U,/share/wjh/0410/iljkWKhkQ9U.webm
https://www.youtube.com/watch?v=qbA9KBIgep8,2:04:25,"Istanbul Breathtaking Street Views, Natural Sounds & Top Attractions",2.0736111111111115,qbA9KBIgep8,/share/wjh/0410/qbA9KBIgep8.webm
https://www.youtube.com/watch?v=tKi-OVSbEPI,2:54:58,Romania - Freezing Cold 4K HDR Walking Tour,2.916111111111111,tKi-OVSbEPI,/share/wjh/0410/tKi-OVSbEPI.webm
