video_url,duration,description,hours,id,video_path
https://www.youtube.com/watch?v=wcDynaFWdn4,2:05,FLYING OVER BARCELONA (4K Aerial Film),0.0347222222222222,wcDynaFWdn4,/nasdata/wjh/videos/0309/wcDynaFWdn4.webm
https://www.youtube.com/watch?v=Uay39tAlcQY,1:09:28,[4K HDR] Beautiful Seoullo bridge Night Walk In Seoul Virtual Tour Korea 봄의 시작 아름다운 서울로 다리 밤산책 랜선여행,1.1577777777777778,Uay39tAlcQY,/nasdata/wjh/videos/0311_smaller/Uay39tAlcQY.mp4
https://www.youtube.com/watch?v=lBDoEF3Zbkk,6:11,Chicago River Dyed Green - St Patricks Day 2022 | 4K Drone Video,0.1030555555555555,lBDoEF3Zbkk,/nasdata/wjh/videos/0304/lBDoEF3Zbkk.webm
https://www.youtube.com/watch?v=yx_jEyEHLP0,42:46,Chattanooga Tennessee Walking Tour - 4K City Walks and Virtual Walking Tours for Treadmill,0.7127777777777777,yx_jEyEHLP0,/nasdata/wjh/videos/0304/yx_jEyEHLP0.webm
https://www.youtube.com/watch?v=HYmGPcTtCgM,11:50,Driving in SWISS  ( WILLERZELL ) One of the most beautiful Village in Switzerland 4K,0.1972222222222222,HYmGPcTtCgM,/nasdata/wjh/videos/0304/HYmGPcTtCgM.webm
https://www.youtube.com/watch?v=R3uDt9Cza6I,1:10:56,"Suburban South Tokyo Night Walk, Japan • 4K HDR",1.1822222222222225,R3uDt9Cza6I,/nasdata/wjh/videos/0306_big/R3uDt9Cza6I.webm
https://www.youtube.com/watch?v=hpuqj_Iyx7U,17:22,Sonogno Ticino Switzerland 8K,0.2894444444444444,hpuqj_Iyx7U,/nasdata/wjh/videos/0304/hpuqj_Iyx7U.webm
https://www.youtube.com/watch?v=Q8XeHC6u8Yk,9:31,2024-06-16 MSC Bellissima 地中海榮耀號 KeeLung port TAIWAN 基隆港 台灣 4K Drone,0.1586111111111111,Q8XeHC6u8Yk,/nasdata/wjh/videos/0304/Q8XeHC6u8Yk.webm
https://www.youtube.com/watch?v=WEenUVIxSd0,56:12,"Ravello, Italy 🇮🇹 | The Terrace Of the Amalfi Coast - 4K 60fps HDR Walking Tour",0.9366666666666666,WEenUVIxSd0,/nasdata/wjh/videos/0309_smaller/WEenUVIxSd0.webm
https://www.youtube.com/watch?v=KHCF4jvok_g,8:05,Marrakech Dash Cam Adventure - unveiling the streets of Morocco's amazing city [4K UHD],0.1347222222222222,KHCF4jvok_g,/nasdata/wjh/videos/0304/KHCF4jvok_g.webm
https://www.youtube.com/watch?v=rqPJUz3LejQ,49:37,"[38] ""Tom's Ride"" Bike ride Rio Grande Trail Aspen to Woody Creek for indoor cycling.",0.8269444444444445,rqPJUz3LejQ,/nasdata/wjh/videos/0309_smaller/rqPJUz3LejQ.mp4
https://www.youtube.com/watch?v=JoBg1Gw6mDk,12:09,Small(er) Custom Home w/New Layout And Fantastic Kitchen Setup!,0.2025,JoBg1Gw6mDk,/nasdata/wjh/videos/0304/JoBg1Gw6mDk.mp4
https://www.youtube.com/watch?v=Af7FbOtvI14,26:51,Sedona Arizona 360 Virtual Hike,0.4475,Af7FbOtvI14,/nasdata/wjh/videos/0225/Af7FbOtvI14.mp4
https://www.youtube.com/watch?v=WzDFAgQ1lQs,3:34,"1635 Pickering Parkway, Unit 31, Pickering - Open House Video Tour",0.0594444444444444,WzDFAgQ1lQs,/nasdata/wjh/videos/0304/WzDFAgQ1lQs.mp4
https://www.youtube.com/watch?v=5S0bsirK0Vc,33:23,"[4K] Santa Monica Pier in Los Angeles, California USA - Walking Tour & Travel Guide 🎧 Binaural Sound",0.5563888888888889,5S0bsirK0Vc,/nasdata/wjh/videos/0306/5S0bsirK0Vc.webm
https://www.youtube.com/watch?v=ARPE47CrEFI,1:45,"SBB Ae 6/6 ""11513 Wallisellen"" shunting in Thun [24.02.12]",0.0291666666666666,ARPE47CrEFI,/nasdata/wjh/videos/0309/ARPE47CrEFI.mp4
https://www.youtube.com/watch?v=BxEqVRBftqY,4:38,"46 Mary Pearson Dr, Markham home for sale",0.0772222222222222,BxEqVRBftqY,/nasdata/wjh/videos/0306/BxEqVRBftqY.mp4
https://www.youtube.com/watch?v=Z0kMMg8rHyA,10:29,Taubenheim | 4k Driving in Germany 🇩🇪 | One Of The Most Beautiful Place in Germany | 4k60fps,0.1747222222222222,Z0kMMg8rHyA,/nasdata/wjh/videos/0304/Z0kMMg8rHyA.webm
https://www.youtube.com/watch?v=E5yT8RG-Q9Q,45:04,[ 8K ] 劳特布龙嫩村瑞士 |人间天堂|秋/秋 | 8K 超高清视频,0.7511111111111111,E5yT8RG-Q9Q,/nasdata/wjh/videos/0306/E5yT8RG-Q9Q.mp4
https://www.youtube.com/watch?v=Jm0TrYfkzBk,53:42,Ultra-luxe Banyan Tree Lang Co Resort (Vietnam): impressions & review,0.895,Jm0TrYfkzBk,/nasdata/wjh/videos/0309_smaller/Jm0TrYfkzBk.mp4
https://www.youtube.com/watch?v=4kpx_F_IwFA,10:13,OSLO WALKING TOUR - WALK THE STREETS OF NORWAY At NIGHT | 4K HDR - 60fps,0.1702777777777777,4kpx_F_IwFA,/nasdata/wjh/videos/0304/4kpx_F_IwFA.webm
https://www.youtube.com/watch?v=tGRK2QUzlVc,23:56,Stunning Luxury New Construction Home w/ Gym + 2 Outdoor Kitchens + Spa + Outdoor Oasis FOR SALE,0.3988888888888889,tGRK2QUzlVc,/nasdata/wjh/videos/0304/tGRK2QUzlVc.webm
https://www.youtube.com/watch?v=-6iIDy3-7h4,1:06:26,"★ 4K 🇨🇭Pontresina - Scuol/Tarasp late spring cab ride, Switzerland [05.2020]",1.1072222222222223,-6iIDy3-7h4,/nasdata/wjh/videos/0309_smaller/-6iIDy3-7h4.mp4
https://www.youtube.com/watch?v=edLaKFcwYyQ,13:00,Genius Mobile Home Floor Plan You’ve NEVER SEEN BEFORE!,0.2166666666666666,edLaKFcwYyQ,/nasdata/wjh/videos/yt_local/edLaKFcwYyQ.mp4
https://www.youtube.com/watch?v=Zfo0j2JXjmA,3:57,3072 Gardenia Gate Oakville Open House Video Tour,0.0658333333333333,Zfo0j2JXjmA,/nasdata/wjh/videos/0306/Zfo0j2JXjmA.mp4
https://www.youtube.com/watch?v=a-Yc-m_AThY,1:00:01,Calming Ocean Waves - Cloudy sky - In 4K - No Music,1.0002777777777778,a-Yc-m_AThY,/nasdata/wjh/videos/0309_smaller/a-Yc-m_AThY.webm
https://www.youtube.com/watch?v=IPx_kT_efO0,33:30,Niagara Falls Virtual Run with Ambient Sound,0.5583333333333333,IPx_kT_efO0,/nasdata/wjh/videos/0225/IPx_kT_efO0.webm
https://www.youtube.com/watch?v=jgc9739XAeQ,10:14,EXTREMELY AFFORDABLE MODERN HOUSES FOR SALE NEAR SAN ANTONIO TEXAS | $234k+ | 3-5 Bed | 1204+ SqFt,0.1705555555555555,jgc9739XAeQ,/nasdata/wjh/videos/yt_local/jgc9739XAeQ.mp4
https://www.youtube.com/watch?v=udb9cPEh7s0,2:06,300 ST CLEMENTS AVENUE,0.0349999999999999,udb9cPEh7s0,/nasdata/wjh/videos/0304/udb9cPEh7s0.mp4
https://www.youtube.com/watch?v=eMstXEZIgIk,39:40,Helsinki Spring Walk 2023 - Warm & Busy Saturday Afternoon in the City Center,0.6611111111111111,eMstXEZIgIk,/nasdata/wjh/videos/0306/eMstXEZIgIk.webm
https://www.youtube.com/watch?v=B6SSASyTEZ0,10:51,"*LUXURY MODERN* UNQIUE CUSTOM BUILT MODEL HOUSE TOUR IN HOUSTON TEXAS | $643,990+ | 3261 SQFT+",0.1808333333333333,B6SSASyTEZ0,/nasdata/wjh/videos/0304/B6SSASyTEZ0.mp4
https://www.youtube.com/watch?v=OII7s2KAZNo,49:46,"[4K] Santee Alley Shopping Market in Downtown Los Angeles, California USA Walking Tour 🎧",0.8294444444444444,OII7s2KAZNo,/nasdata/wjh/videos/0309_smaller/OII7s2KAZNo.mp4
https://www.youtube.com/watch?v=Rt6yGiZImp0,2:03,"91 Park Street, Toronto - Open House Video Tour",0.0341666666666666,Rt6yGiZImp0,/nasdata/wjh/videos/0304/Rt6yGiZImp0.mp4
https://www.youtube.com/watch?v=gp0nACvBKJc,3:29,3665 Flamewood Dr Unit 44 Mississauga Open House Video Tour,0.0580555555555555,gp0nACvBKJc,/nasdata/wjh/videos/0306/gp0nACvBKJc.mp4
https://www.youtube.com/watch?v=00eJ-ljo6BU,1:10:45,"Torre di Palme (Marche), Italy【Walking Tour】History in Subtitles - 4K",1.1791666666666667,00eJ-ljo6BU,/nasdata/wjh/videos/0309_smaller/00eJ-ljo6BU.webm
https://www.youtube.com/watch?v=O4XCOHCP4-U,1:31:09,[4K CHINA] 漫步南京中山陵，梧桐大道与美龄宫 | 江苏 南京 | 4K 沉浸式 POV 云旅行 | China Walking Tour 漫游中国,1.5191666666666666,O4XCOHCP4-U,/nasdata/wjh/videos/0309_smaller/O4XCOHCP4-U.webm
https://www.youtube.com/watch?v=GN_l63AaXMc,18:18,Our Kitchen Drawer (and Cabinet) Tour,0.305,GN_l63AaXMc,/nasdata/wjh/videos/0306/GN_l63AaXMc.mp4
https://www.youtube.com/watch?v=B03z-DoRTn8,20:47,"THE MIAMI BEACH MEGA MANSION THAT COSTS $200,000 A MONTH TO RENT!",0.3463888888888888,B03z-DoRTn8,/nasdata/wjh/videos/0304/B03z-DoRTn8.webm
https://www.youtube.com/watch?v=n6pXbg7EFFo,7:39,174 Courcelette Rd Toronto Open House Video Tour,0.1275,n6pXbg7EFFo,/nasdata/wjh/videos/0304/n6pXbg7EFFo.mp4
https://www.youtube.com/watch?v=IorPIzq5VAg,24:53,Beautiful Drive in Switzerland Canton Schwyz - Spectacular Swiss Mountain Views,0.4147222222222222,IorPIzq5VAg,/nasdata/wjh/videos/0304/IorPIzq5VAg.webm
https://www.youtube.com/watch?v=PzZcIQ0hyRg,2:53,"Calm Ambient Wave Landing | Motu Tane Island | Bora Bora, French Polynesia 🇵🇫 | 4K Travel",0.0480555555555555,PzZcIQ0hyRg,/nasdata/wjh/videos/0304/PzZcIQ0hyRg.webm
https://www.youtube.com/watch?v=PNH00YV9sDc,25:58,"165,000 美元 HYDROFOIL 支持的双体船：Hysucat 28 中控台游艇招标之旅和海上试航",0.4327777777777778,PNH00YV9sDc,/nasdata/wjh/videos/0306/PNH00YV9sDc.mp4
https://www.youtube.com/watch?v=FMTJgQVqCIc,1:51:23,动物野生动物 - 冈瓦纳野生动物保护区，非洲 - 8K风景电影,1.856388888888889,FMTJgQVqCIc,/nasdata/wjh/videos/0309_smaller/FMTJgQVqCIc.mp4
https://www.youtube.com/watch?v=PiXtXIvYqVM,16:38,Air Canada Boeing 787 Dreamliner Business Class from Brussels to Montreal,0.2772222222222222,PiXtXIvYqVM,/nasdata/wjh/videos/0304/PiXtXIvYqVM.mp4
https://www.youtube.com/watch?v=LptVWvWFs64,2:59,Wingsuit Flight | Monte Cimone | Italy,0.0497222222222222,LptVWvWFs64,/nasdata/wjh/videos/0306/LptVWvWFs64.webm
https://www.youtube.com/watch?v=S_zGGrFKERU,29:06,"[4K] Driving at Downtown Austin - Capital of Texas, USA",0.485,S_zGGrFKERU,/nasdata/wjh/videos/0304/S_zGGrFKERU.mp4
