video_path,fps,duration,frame_count
/share/wjh/panda70m/raw_videos/test/048-s3P51HM.mp4,29.97002997002997,325.5252,9756
/share/wjh/panda70m/raw_videos/test/04gETxuftTA.mp4,23.97918473547268,576.5834056712963,13826
/share/wjh/panda70m/raw_videos/test/06akl7o7O2s.mp4,30.0,174.9,5247
/share/wjh/panda70m/raw_videos/test/081ILYBU1pw.mp4,30.0,698.5,20955
/share/wjh/panda70m/raw_videos/test/09GG1VGyFsg.mp4,25.0,410.16,10254
/share/wjh/panda70m/raw_videos/test/09iAWc3WroQ.mp4,29.97002997002997,340.60693333333336,10208
/share/wjh/panda70m/raw_videos/test/09NX565zy1U.mp4,59.94005994005994,351.26758333333333,21055
/share/wjh/panda70m/raw_videos/test/0-aFxUUa04o.mp4,30.0,38.166666666666664,1145
/share/wjh/panda70m/raw_videos/test/0Ai3dTTGvkc.mp4,29.97376023400135,913.5990875424565,27384
/share/wjh/panda70m/raw_videos/test/0-aW3PKnj8E.mp4,29.97002997002997,173.74023333333335,5207
/share/wjh/panda70m/raw_videos/test/0b5SVkH3IJo.mp4,30.0,234.9,7047
/share/wjh/panda70m/raw_videos/test/0C4oY_6A4co.mp4,25.0,168.4,4210
/share/wjh/panda70m/raw_videos/test/0Cjn36bJP4U.mp4,24.0,93.66666666666667,2248
/share/wjh/panda70m/raw_videos/test/0dGVRi4angY.mp4,29.97002997002997,912.2113,27339
/share/wjh/panda70m/raw_videos/test/0enkY37byd0.mp4,25.0,413.28,10332
/share/wjh/panda70m/raw_videos/test/0FniyKoiVAY.mp4,30.0,127.53333333333333,3826
/share/wjh/panda70m/raw_videos/test/0FWt2RBBIbc.mp4,29.97002997002997,58.9589,1767
/share/wjh/panda70m/raw_videos/test/0G3oIqrJync.mp4,29.97002997002997,230.9307,6921
/share/wjh/panda70m/raw_videos/test/0geNIl6I4a8.mp4,30.0,250.6,7518
/share/wjh/panda70m/raw_videos/test/0HujyOjjpZY.mp4,23.97937329071798,364.2297025077293,8734
/share/wjh/panda70m/raw_videos/test/0ikscEeydP4.mp4,25.0,141.36,3534
/share/wjh/panda70m/raw_videos/test/0iOzlnAaO28.mp4,25.0,129.36,3234
/share/wjh/panda70m/raw_videos/test/0kWTMe7bACM.mp4,23.980823345492443,1199.6251999165565,28768
/share/wjh/panda70m/raw_videos/test/0L1303dOMjQ.mp4,29.97002997002997,119.5194,3582
/share/wjh/panda70m/raw_videos/test/0LW4t_QVCDg.mp4,30.001466848343785,1131.7446634071632,33954
/share/wjh/panda70m/raw_videos/test/0lz04ey1cyU.mp4,29.97002997002997,93.92716666666666,2815
/share/wjh/panda70m/raw_videos/test/0mgo3_iHnms.mp4,30.0,133.73333333333332,4012
/share/wjh/panda70m/raw_videos/test/0MunOaw3K60.mp4,29.97002997002997,118.6185,3555
/share/wjh/panda70m/raw_videos/test/0_QfQbAi-6M.mp4,29.97002997002997,404.23716666666667,12115
/share/wjh/panda70m/raw_videos/test/0QMLhlqSf7A.mp4,29.97002997002997,778.3442333333334,23327
/share/wjh/panda70m/raw_videos/test/0qmTJQI1VtM.mp4,24.0,330.7916666666667,7939
/share/wjh/panda70m/raw_videos/test/0sAkk8Skm3k.mp4,29.97002997002997,941.2069333333334,28208
/share/wjh/panda70m/raw_videos/test/0SushsrHdOw.mp4,29.97002997002997,127.06026666666666,3808
/share/wjh/panda70m/raw_videos/test/0Tqq6ZkLHgg.mp4,29.916666666666668,352.04456824512533,10532
/share/wjh/panda70m/raw_videos/test/0VFddHu5Ggc.mp4,30.0,1493.5333333333333,44806
/share/wjh/panda70m/raw_videos/test/0YKYyYE3Jp0.mp4,25.0,383.56,9589
/share/wjh/panda70m/raw_videos/test/0YOsMHaTTEc.mp4,29.97002997002997,245.87896666666668,7369
/share/wjh/panda70m/raw_videos/test/0zG7WCFelGU.mp4,23.976023976023978,148.523375,3561
/share/wjh/panda70m/raw_videos/test/0zky8iN6MRY.mp4,25.0,91.16,2279
/share/wjh/panda70m/raw_videos/test/0zmz2EBBoAA.mp4,25.0,338.64,8466
/share/wjh/panda70m/raw_videos/test/10yQSxs4UjM.mp4,23.976023976023978,100.6005,2412
/share/wjh/panda70m/raw_videos/test/11YkU7rCI7M.mp4,29.97214199586128,312.6903643154413,9372
/share/wjh/panda70m/raw_videos/test/11zs8iS_oTQ.mp4,29.97002997002997,103.4033,3099
/share/wjh/panda70m/raw_videos/test/12Pi1daK0JQ.mp4,29.97002997002997,724.5905333333334,21716
/share/wjh/panda70m/raw_videos/test/15Q8qQSvKRk.mp4,25.0,83.76,2094
/share/wjh/panda70m/raw_videos/test/16ZtGkn3E4o.mp4,29.97002997002997,838.4376,25128
/share/wjh/panda70m/raw_videos/test/1eBSeQQO7XU.mp4,23.976023976023978,148.18970833333333,3553
/share/wjh/panda70m/raw_videos/test/1EdxYzAqy_s.mp4,29.97002997002997,235.70213333333334,7064
/share/wjh/panda70m/raw_videos/test/1eqjRpXRmSU.mp4,50.0,871.34,43567
/share/wjh/panda70m/raw_videos/test/1FJra_KG3DY.mp4,29.97002997002997,915.3811333333333,27434
/share/wjh/panda70m/raw_videos/test/_1G2sz6ZzYs.mp4,50.0,603.5,30175
/share/wjh/panda70m/raw_videos/test/1h1YKpW1QZg.mp4,29.97002997002997,497.5303666666667,14911
/share/wjh/panda70m/raw_videos/test/1hqb1saU3aM.mp4,29.97002997002997,765.4647,22941
/share/wjh/panda70m/raw_videos/test/1HrJ789_M7s.mp4,29.97002997002997,65.86580000000001,1974
/share/wjh/panda70m/raw_videos/test/1hRkq1PHPgE.mp4,29.97002997002997,1069.7353333333333,32060
/share/wjh/panda70m/raw_videos/test/1k3ilrGSMPw.mp4,30.0,333.7,10011
/share/wjh/panda70m/raw_videos/test/1kb-9qLu00Q.mp4,59.94005994005994,261.92833333333334,15700
/share/wjh/panda70m/raw_videos/test/1_KJjBeSxec.mp4,23.976023976023978,44.878166666666665,1076
/share/wjh/panda70m/raw_videos/test/1lEdwqwOttg.mp4,23.979295977320074,93.122,2233
/share/wjh/panda70m/raw_videos/test/1LtcXalKyLc.mp4,29.97002997002997,345.8455,10365
/share/wjh/panda70m/raw_videos/test/1M8chetC_Ec.mp4,29.97002997002997,88.7887,2661
/share/wjh/panda70m/raw_videos/test/1Mrzc_erVjs.mp4,29.97002997002997,1157.5564,34692
/share/wjh/panda70m/raw_videos/test/1nJLSfZ2A-w.mp4,29.0,126.34482758620689,3664
/share/wjh/panda70m/raw_videos/test/1ny2l2ExTdw.mp4,29.97002997002997,42.842800000000004,1284
/share/wjh/panda70m/raw_videos/test/1OaoELSlPlQ.mp4,25.0,60.48,1512
/share/wjh/panda70m/raw_videos/test/1OnoVMDrv3Q.mp4,25.0,114.04,2851
/share/wjh/panda70m/raw_videos/test/1pDMN3jhfI4.mp4,30.0,941.5666666666667,28247
/share/wjh/panda70m/raw_videos/test/1pHxfApI6UU.mp4,29.97002997002997,504.27043333333336,15113
/share/wjh/panda70m/raw_videos/test/1RZV9x-P_2w.mp4,60.0,679.9333333333333,40796
/share/wjh/panda70m/raw_videos/test/1TnQtj5dBoY.mp4,29.97002997002997,752.2181333333333,22544
/share/wjh/panda70m/raw_videos/test/1tUgMixon2w.mp4,29.97002997002997,223.99043333333333,6713
/share/wjh/panda70m/raw_videos/test/1X0oRsrT-D4.mp4,25.0,169.24,4231
/share/wjh/panda70m/raw_videos/test/1yhfVRDF9iM.mp4,29.97002997002997,1158.157,34710
/share/wjh/panda70m/raw_videos/test/1ySlUbU_p_0.mp4,29.97002997002997,125.79233333333333,3770
/share/wjh/panda70m/raw_videos/test/1ZEuOBq0UzI.mp4,23.976023976023978,147.52237499999998,3537
/share/wjh/panda70m/raw_videos/test/218_U-77XmM.mp4,29.97002997002997,337.5038333333333,10115
/share/wjh/panda70m/raw_videos/test/228zX1vL9bY.mp4,23.976023976023978,63.897166666666664,1532
/share/wjh/panda70m/raw_videos/test/22U8P7ZfG8g.mp4,23.976023976023978,590.214625,14151
/share/wjh/panda70m/raw_videos/test/23OmHiPC8C4.mp4,29.97002997002997,66.69996666666667,1999
/share/wjh/panda70m/raw_videos/test/25BOri2peMQ.mp4,29.97002997002997,322.25526666666667,9658
/share/wjh/panda70m/raw_videos/test/28Fx5bVejho.mp4,24.0,533.2083333333334,12797
/share/wjh/panda70m/raw_videos/test/28hKF2Rhebs.mp4,30.00001161665503,860.833,25825
/share/wjh/panda70m/raw_videos/test/2e9orjluEjI.mp4,23.976023976023978,251.08416666666665,6020
/share/wjh/panda70m/raw_videos/test/2eQ5cWw3xJQ.mp4,29.97002997002997,590.1228666666667,17686
/share/wjh/panda70m/raw_videos/test/2EYPCPx8T6A.mp4,30.002151692692294,608.8563309427351,18267
/share/wjh/panda70m/raw_videos/test/2GYxDLZ_LmU.mp4,29.97002997002997,107.2071,3213
/share/wjh/panda70m/raw_videos/test/2_hDmSbXzjU.mp4,23.0,175.7391304347826,4042
/share/wjh/panda70m/raw_videos/test/2I2XT5Y9VlE.mp4,23.976023976023978,351.8097916666666,8435
/share/wjh/panda70m/raw_videos/test/2I9S1ZujOqg.mp4,25.0,787.04,19676
/share/wjh/panda70m/raw_videos/test/2k_jxJAdGTE.mp4,29.97002997002997,125.8257,3771
/share/wjh/panda70m/raw_videos/test/2m3AG4x2bL8.mp4,29.970051587438977,231.064,6925
/share/wjh/panda70m/raw_videos/test/2McEle44Wj0.mp4,59.94005994005994,635.635,38100
/share/wjh/panda70m/raw_videos/test/2MvkB0qNPpk.mp4,29.97296318092051,955.0940902040246,28627
/share/wjh/panda70m/raw_videos/test/2qrAcoaQzDg.mp4,23.97939353215149,151.83870247252747,3641
/share/wjh/panda70m/raw_videos/test/2RERA5UdFQs.mp4,29.97002997002997,122.0219,3657
/share/wjh/panda70m/raw_videos/test/2sZRw6a2rT0.mp4,25.0,114.6,2865
/share/wjh/panda70m/raw_videos/test/2TE8SY6wTyA.mp4,29.917735110212845,253.328,7579
/share/wjh/panda70m/raw_videos/test/2VRRx7Mtep8.mp4,25.0,356.96,8924
/share/wjh/panda70m/raw_videos/test/2Wn6E_Vp-30.mp4,59.94005994005994,620.62,37200
/share/wjh/panda70m/raw_videos/test/2xgtqmQAOxg.mp4,23.979261179520414,327.1577027027027,7845
/share/wjh/panda70m/raw_videos/test/-2yHu5qgTzM.mp4,29.97002997002997,261.06080000000003,7824
/share/wjh/panda70m/raw_videos/test/2YO-WIQypco.mp4,25.0,219.08,5477
/share/wjh/panda70m/raw_videos/test/2zO7-nS3t14.mp4,29.97002997002997,299.5993,8979
/share/wjh/panda70m/raw_videos/test/33zPlnhymCU.mp4,29.97191359299492,484.25336456969615,14514
/share/wjh/panda70m/raw_videos/test/351DxQghbh0.mp4,23.97908663208472,998.9121090187891,23953
/share/wjh/panda70m/raw_videos/test/35obsBGyHGQ.mp4,24.0,1339.875,32157
/share/wjh/panda70m/raw_videos/test/36FrE7ukZkE.mp4,25.0,270.16,6754
/share/wjh/panda70m/raw_videos/test/36k4x2ExEJQ.mp4,29.97002997002997,86.7867,2601
/share/wjh/panda70m/raw_videos/test/36ZpBpcCK34.mp4,25.0,160.36,4009
/share/wjh/panda70m/raw_videos/test/38OE63uRI5k.mp4,24.0,294.125,7059
